=== JUNGLE.EXE segment 1 — 50 imported call sites
  seg2:ecaf  JUNGS01.2        S_001
  seg2:ecc6  JUNGA01.37       A_037
  seg2:ecfa  USER.173         LOADCURSOR
  seg2:ed63  USER.69          SETCURSOR
  seg2:ed8e  USER.71          SHOWCURSOR
  seg2:ed9b  USER.71          SHOWCURSOR
  seg2:edae  USER.71          SHOWCURSOR
  seg2:edd7  USER.22          SETFOCUS
  seg2:edf8  JUNGA01.5        A_005
  seg2:ee98  JUNGS01.13       S_012
  seg2:eea1  JUNGA01.3        A_003
  seg2:eed7  USER.458         DESTROYCURSOR
  seg2:eee7  USER.458         DESTROYCURSOR
  seg2:eef7  USER.458         DESTROYCURSOR
  seg2:ef07  USER.458         DESTROYCURSOR
  seg2:ef17  USER.458         DESTROYCURSOR
  seg2:ef27  USER.458         DESTROYCURSOR
  seg2:ef37  USER.458         DESTROYCURSOR
  seg2:ef44  USER.68          RELEASEDC
  seg2:ef4d  USER.53          DESTROYWINDOW
  seg2:ef58  USER.6           POSTQUITMESSAGE
  seg2:efa0  JUNGS01.2        S_001
  seg2:efc8  USER.39          BEGINPAINT
  seg2:efd6  USER.40          ENDPAINT
  seg2:eff1  JUNGS01.28       S_027
  seg2:f01d  JUNGA01.5        A_005
  seg2:f03f  USER.107         DEFWINDOWPROC
  seg2:f06c  USER.232         SETWINDOWPOS
  seg2:f075  USER.124         UPDATEWINDOW
  seg2:f097  USER.33          GETCLIENTRECT
  seg2:f0ad  USER.77          OFFSETRECT
  seg2:f0c5  GDI.87           GETSTOCKOBJECT
  seg2:f0cb  USER.81          FILLRECT
  seg2:f10d  GDI.66           CREATESOLIDBRUSH
  seg2:f121  USER.81          FILLRECT
  seg2:f12b  GDI.69           DELETEOBJECT
  seg2:f157  USER.404         GETCLASSINFO
  seg2:f169  USER.403         UNREGISTERCLASS
  seg2:f196  USER.174         LOADICON
  seg2:f1a7  USER.173         LOADCURSOR
  seg2:f1bc  USER.57          REGISTERCLASS
  seg2:f400  USER.110         POSTMESSAGE
  seg2:f45e  JUNGS01.31       S_030
  seg2:f472  USER.125         INVALIDATERECT
  seg2:f4b6  USER.110         POSTMESSAGE
  seg2:f51b  JUNGR01.8        RESGETTYPE
  seg2:f540  USER.107         DEFWINDOWPROC
=== JUNGLE.EXE segment 3 — 98 imported call sites
  seg3:0015  GDI.82           GETOBJECT
  seg3:00a1  JUNGU01.8        WINMALLOC
  seg3:00ce  USER.282         SELECTPALETTE
  seg3:00da  USER.283         REALIZEPALETTE
  seg3:0108  GDI.441          GETDIBITS
  seg3:0117  JUNGU01.11       WINFREE
  seg3:0133  USER.282         SELECTPALETTE
  seg3:013c  USER.283         REALIZEPALETTE
  seg3:018f  USER.66          GETDC
  seg3:019f  GDI.52           CREATECOMPATIBLEDC
  seg3:01b8  GDI.80           GETDEVICECAPS
  seg3:01c6  GDI.80           GETDEVICECAPS
  seg3:021f  GDI.51           CREATECOMPATIBLEBITMAP
  seg3:022e  GDI.45           SELECTOBJECT
  seg3:0252  GDI.34           BITBLT
  seg3:025d  GDI.45           SELECTOBJECT
  seg3:0265  GDI.68           DELETEDC
  seg3:0270  USER.68          RELEASEDC
  seg3:0296  GDI.80           GETDEVICECAPS
  seg3:02b1  JUNGU01.8        WINMALLOC
  seg3:02e5  JUNGS01.25       S_024
  seg3:02ec  GDI.360          CREATEPALETTE
  seg3:02f6  JUNGU01.11       WINFREE
  seg3:030f  JUNGU01.18       MEMSETNOTIFY
  seg3:0342  GDI.69           DELETEOBJECT
  seg3:034a  GDI.69           DELETEOBJECT
  seg3:0353  JUNGU01.18       MEMSETNOTIFY
  seg3:03df  JUNGU01.8        WINMALLOC
  seg3:04bb  MMSYSTEM.1210    MMIOOPEN
  seg3:04cd  JUNGU01.11       WINFREE
  seg3:04e1  MMSYSTEM.1213    MMIOWRITE
  seg3:04f8  MMSYSTEM.1213    MMIOWRITE
  seg3:0510  MMSYSTEM.1213    MMIOWRITE
  seg3:052d  MMSYSTEM.1213    MMIOWRITE
  seg3:0543  MMSYSTEM.1211    MMIOCLOSE
  seg3:055c  MMSYSTEM.1210    MMIOOPEN
  seg3:0632  MMSYSTEM.1210    MMIOOPEN
  seg3:0658  MMSYSTEM.1213    MMIOWRITE
  seg3:0675  MMSYSTEM.1213    MMIOWRITE
  seg3:0693  MMSYSTEM.1211    MMIOCLOSE
  seg3:06ac  MMSYSTEM.1210    MMIOOPEN
  seg3:0809  KERNEL.114       __AHINCR
  seg3:0827  KERNEL.113       __AHSHIFT
  seg3:09f7  JUNGU01.26       MAPBYTES
  seg3:0a19  GDI.82           GETOBJECT
  seg3:0a33  JUNGU01.8        WINMALLOC
  seg3:0a85  JUNGS01.17       S_016
  seg3:0ab7  GDI.441          GETDIBITS
  seg3:0ad3  JUNGS01.25       S_024
  seg3:0b11  JUNGS01.38       S_037
  seg3:0b1a  JUNGS01.31       S_030
  seg3:0b25  JUNGU01.11       WINFREE
  seg3:0b4b  USER.110         POSTMESSAGE
  seg3:0c4f  USER.107         DEFWINDOWPROC
  seg3:0c80  USER.69          SETCURSOR
  seg3:0d0c  USER.122         CALLWINDOWPROC
  seg3:0d42  USER.77          OFFSETRECT
  seg3:0d57  GDI.27           RECTANGLE
  seg3:0d78  KERNEL.134       GETWINDOWSDIRECTORY
  seg3:0d8e  USER.176         LOADSTRING
  seg3:0db2  USER.420         _wsprintf
  seg3:0dc4  KERNEL.89        LSTRCAT
  seg3:0dd8  JUNGU01.12       MAKEFULLPATH
  seg3:0deb  MMSYSTEM.1210    MMIOOPEN
  seg3:0e01  KERNEL.88        LSTRCPY
  seg3:0e10  KERNEL.89        LSTRCAT
  seg3:0e24  JUNGU01.12       MAKEFULLPATH
  seg3:0e7e  JUNGU01.11       WINFREE
  seg3:0ea0  GDI.4            SETROP2
  seg3:0eb3  GDI.61           CREATEPEN
  seg3:0ec4  GDI.45           SELECTOBJECT
  seg3:0ed4  GDI.87           GETSTOCKOBJECT
  seg3:0eda  GDI.45           SELECTOBJECT
  seg3:0f22  GDI.4            SETROP2
  seg3:0f36  GDI.45           SELECTOBJECT
  seg3:0f4a  GDI.45           SELECTOBJECT
  seg3:0f5a  GDI.69           DELETEOBJECT
  seg3:0fa2  USER.33          GETCLIENTRECT
  seg3:0fb0  USER.28          CLIENTTOSCREEN
  seg3:0fbe  USER.28          CLIENTTOSCREEN
  seg3:0fdc  JUNGU01.15       SKIPPATH
  seg3:1024  KERNEL.59        WRITEPROFILESTRING
  seg3:1037  KERNEL.59        WRITEPROFILESTRING
  seg3:104c  USER.111         SENDMESSAGE
  seg3:105d  USER.483         SYSTEMPARAMETERSINFO
  seg3:107b  USER.125         INVALIDATERECT
  seg3:1084  JUNGS01.31       S_030
  seg3:10a0  USER.54          ENUMWINDOWS
  seg3:10db  USER.77          OFFSETRECT
  seg3:10f8  USER.72          SETRECT
  seg3:1136  USER.36          GETWINDOWTEXT
  seg3:114a  USER.58          GETCLASSNAME
  seg3:119e  USER.111         SENDMESSAGE
  seg3:1205  USER.232         SETWINDOWPOS
  seg3:1240  USER.232         SETWINDOWPOS
  seg3:1247  USER.286         GETDESKTOPWINDOW
  seg3:1259  USER.110         POSTMESSAGE
  seg3:1278  USER.122         CALLWINDOWPROC
=== JUNGLE.EXE segment 4 — 48 imported call sites
  seg4:0010  KERNEL.178       __WINFLAGS
  seg4:001e  KERNEL.91        INITTASK
  seg4:0049  KERNEL.3         GETVERSION
  seg4:005c  KERNEL.102       DOS3CALL
  seg4:0079  KERNEL.30        WAITEVENT
  seg4:0082  USER.5           INITAPP
  seg4:00d3  KERNEL.102       DOS3CALL
  seg4:00f5  KERNEL.102       DOS3CALL
  seg4:0226  KERNEL.102       DOS3CALL
  seg4:0258  KERNEL.102       DOS3CALL
  seg4:04f2  KERNEL.102       DOS3CALL
  seg4:052a  KERNEL.102       DOS3CALL
  seg4:07b9  KERNEL.114       __AHINCR
  seg4:07c4  KERNEL.114       __AHINCR
  seg4:07ef  KERNEL.114       __AHINCR
  seg4:07fb  KERNEL.114       __AHINCR
  seg4:0832  KERNEL.114       __AHINCR
  seg4:083d  KERNEL.114       __AHINCR
  seg4:08c9  KERNEL.49        GETMODULEFILENAME
  seg4:0a32  KERNEL.131       GETDOSENVIRONMENT
  seg4:0af0  KERNEL.137       FATALAPPEXIT
  seg4:0af9  KERNEL.1         FATALEXIT
  seg4:148b  KERNEL.113       __AHSHIFT
  seg4:14c6  KERNEL.102       DOS3CALL
  seg4:1576  KERNEL.102       DOS3CALL
  seg4:15a4  KERNEL.102       DOS3CALL
  seg4:15b8  KERNEL.102       DOS3CALL
  seg4:1858  KERNEL.23        LOCKSEGMENT
  seg4:1864  KERNEL.5         LOCALALLOC
  seg4:1870  KERNEL.24        UNLOCKSEGMENT
  seg4:18ab  KERNEL.7         LOCALFREE
  seg4:18ed  KERNEL.23        LOCKSEGMENT
  seg4:1909  KERNEL.6         LOCALREALLOC
  seg4:1915  KERNEL.24        UNLOCKSEGMENT
  seg4:192d  KERNEL.10        LOCALSIZE
  seg4:1a47  KERNEL.102       DOS3CALL
  seg4:1abc  KERNEL.102       DOS3CALL
  seg4:1ae3  KERNEL.102       DOS3CALL
  seg4:1b08  KERNEL.102       DOS3CALL
  seg4:1b2f  KERNEL.102       DOS3CALL
  seg4:1c15  KERNEL.16        GLOBALREALLOC
  seg4:1c23  KERNEL.20        GLOBALSIZE
  seg4:1f57  KERNEL.102       DOS3CALL
  seg4:2005  KERNEL.102       DOS3CALL
  seg4:2079  KERNEL.102       DOS3CALL
  seg4:215f  KERNEL.102       DOS3CALL
  seg4:21df  KERNEL.102       DOS3CALL
  seg4:2203  KERNEL.102       DOS3CALL

745 call sites, 555 resolved to a meaningful name (74%)
